,rank,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category,designer,weight
543,544,19600,Antike,2,6,120.0,120,120,2005.0,7.11519,6.78328,4368,12.0,"Area Control / Area Influence, Area Movement",3587,"Ancient, Civilization, Fighting, Nautical, Territory Building",Mac Gerdts,3.0228
546,547,699,HeroQuest,2,5,90.0,90,90,1989.0,7.06058,6.77905,8825,10.0,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Roll / Spin and Move, Variable Player Powers",13010,"Adventure, Exploration, Fantasy, Fighting, Miniatures",Stephen Baker,2.1648
547,548,147151,Concept,4,12,40.0,40,40,2013.0,6.94196,6.77883,9723,10.0,Partnerships,14802,"Deduction, Party Game","Gaëtan Beaujannot, Alain Rivollet",1.4363
549,550,8051,Attika,2,4,60.0,60,60,2003.0,7.02401,6.77659,6033,10.0,"Modular Board, Route/Network Building, Tile Placement",5533,"Ancient, City Building, Territory Building",Marcel-André Casasola Merkle,2.3736
551,552,2398,Cribbage,2,4,30.0,30,30,1630.0,7.0207,6.77417,6478,10.0,Hand Management,9170,Card Game,Sir John Suckling,1.9006
552,553,45,Liar's Dice,2,6,22.5,15,30,1800.0,6.92324,6.77393,10101,8.0,"Betting/Wagering, Dice Rolling, Player Elimination",12419,"Bluffing, Dice, Movies / TV / Radio theme, Party Game","(Uncredited), Richard Borg",1.2621
560,561,37380,Roll Through the Ages: The Bronze Age,1,4,37.5,30,45,2008.0,6.90379,6.77064,10355,8.0,"Dice Rolling, Paper-and-Pencil",11520,"Ancient, City Building, Civilization, Dice",Matt Leacock,1.7878
561,562,904,Dream Factory,2,5,60.0,60,60,2000.0,7.06483,6.76897,4529,10.0,"Auction/Bidding, Set Collection",4692,Movies / TV / Radio theme,Reiner Knizia,2.1166
564,565,51,Ricochet Robots,1,99,30.0,30,30,1999.0,7.00243,6.76705,6650,10.0,"Grid Movement, Modular Board",6650,"Abstract Strategy, Maze, Puzzle, Real-time",Alex Randolph,2.4384
565,566,122298,Morels,2,2,30.0,30,30,2012.0,7.06329,6.76665,5074,10.0,"Card Drafting, Hand Management, Memory, Set Collection",8695,"Card Game, Educational",Brent Povis,1.7328
566,567,160851,Lanterns: The Harvest Festival,2,4,30.0,30,30,2015.0,7.02865,6.76581,5905,8.0,"Hand Management, Pattern Building, Set Collection, Tile Placement",10263,,Christopher Chung,1.5793
568,569,173,Formula Dé,2,10,120.0,120,120,1991.0,6.99102,6.76348,7235,10.0,"Grid Movement, Partnerships, Player Elimination, Press Your Luck, Roll / Spin and Move, Simulation",7363,"Racing, Sports","Laurent Lavaur, Eric Randall",1.9672
569,570,432,6 nimmt!,2,10,45.0,45,45,1994.0,6.88925,6.76329,13185,8.0,"Hand Management, Simultaneous Action Selection",17680,Card Game,Wolfgang Kramer,1.222
571,572,26990,Container,3,5,90.0,90,90,2007.0,7.12172,6.76107,3689,,"Auction/Bidding, Commodity Speculation, Pick-up and Deliver, Set Collection",2717,"Economic, Industry / Manufacturing, Nautical, Transportation","Franz-Benno Delonge, Thomas Ewert",3.2493
573,574,104710,Wiz-War (eighth edition),2,4,45.0,30,60,2012.0,7.12168,6.75613,3983,14.0,"Grid Movement, Hand Management, Modular Board, Player Elimination",6008,"Fantasy, Fighting","Tom Jolly, Kevin Wilson",2.2941
574,575,175117,Celestia,2,6,30.0,30,30,2015.0,7.102,6.75478,4216,8.0,"Betting/Wagering, Dice Rolling, Press Your Luck",6016,"Adventure, Aviation / Flight, Card Game",Aaron Weissblum,1.3937
577,578,65244,Forbidden Island,2,4,30.0,30,30,2010.0,6.84106,6.75376,30139,10.0,"Action Point Allowance System, Co-operative Play, Grid Movement, Hand Management, Modular Board, Pick-up and Deliver, Set Collection, Variable Player Powers",49932,"Adventure, Card Game, Fantasy",Matt Leacock,1.7367
579,580,60,Vinci,3,6,90.0,90,90,1999.0,7.12193,6.75258,3778,14.0,"Area Control / Area Influence, Area Movement, Variable Player Powers",3496,"Ancient, Civilization, Territory Building",Philippe Keyaerts,2.7834
580,581,224,History of the World,3,6,180.0,180,180,1991.0,7.13013,6.74996,4052,12.0,"Area Control / Area Influence, Dice Rolling, Hand Management",4882,"Ancient, Civilization, Medieval, Renaissance, Wargame","Gary Dicken, Steve Kendall, Phil Kendall",2.7824
581,582,66505,The Speicherstadt,2,5,45.0,45,45,2010.0,7.05831,6.74982,4209,8.0,"Auction/Bidding, Set Collection",4262,Economic,Stefan Feld,2.2746
586,587,38054,Snow Tails,2,5,52.5,45,60,2008.0,6.99845,6.74214,5120,10.0,"Hand Management, Modular Board, Player Elimination",5447,"Animals, Racing, Sports","Gordon Lamont, Fraser Lamont",2.0455
589,590,91514,Rhino Hero,2,5,10.0,5,15,2011.0,7.0369,6.73702,4616,5.0,Hand Management,8037,"Action / Dexterity, Animals, Children's Game, Party Game","Scott Frisco, Steven Strumpf",1.032
590,591,72287,Mr. Jack Pocket,2,2,15.0,15,15,2010.0,6.9831,6.73653,5705,14.0,Modular Board,9379,"Bluffing, Deduction, Murder/Mystery, Post-Napoleonic","Bruno Cathala, Ludovic Maublanc",1.8127
591,592,27588,Zooloretto,2,5,45.0,45,45,2007.0,6.8671,6.73485,12232,8.0,"Set Collection, Tile Placement",15127,Animals,Michael Schacht,1.8639
595,596,59946,Dungeons & Dragons: Castle Ravenloft Board Game,1,5,60.0,60,60,2010.0,6.9827,6.72919,7281,12.0,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Role Playing, Variable Player Powers",12119,"Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures","Rob Heinsoo, Peter Lee, Mike Mearls, Bill Slavicsek",2.5222
597,598,15817,Manila,3,5,60.0,60,60,2005.0,7.01149,6.72221,4749,10.0,"Auction/Bidding, Betting/Wagering, Commodity Speculation, Dice Rolling, Worker Placement",4905,"Nautical, Pirates, Transportation",Franz-Benno Delonge,2.0337
599,600,15512,Diamant,3,8,30.0,30,30,2005.0,6.83223,6.72133,13033,8.0,"Press Your Luck, Simultaneous Action Selection",15963,"Adventure, Bluffing, Exploration","Bruno Faidutti, Alan R. Moon",1.1152
602,603,122522,Smash Up,2,4,45.0,45,45,2012.0,6.85829,6.71585,17946,12.0,"Area Control / Area Influence, Hand Management, Take That, Variable Player Powers",29416,"Card Game, Fantasy, Humor, Pirates, Science Fiction, Zombies",Paul Peterson,2.0469
603,604,2093,Mahjong,3,4,120.0,120,120,1850.0,7.0155,6.71423,5271,8.0,"Hand Management, Set Collection",7245,Abstract Strategy,(Uncredited),2.5545
608,609,97903,Terror in Meeple City,2,4,45.0,45,45,2013.0,6.93172,6.70948,6176,8.0,"Area Movement, Set Collection, Variable Player Powers",9862,"Action / Dexterity, Horror","Antoine Bauza, Ludovic Maublanc",1.482
610,611,41,Can't Stop,2,4,30.0,30,30,1980.0,6.85026,6.70789,9761,9.0,"Dice Rolling, Press Your Luck",9142,Dice,Sid Sackson,1.1652
611,612,18100,China,3,5,45.0,45,45,2005.0,7.02061,6.70769,4053,12.0,"Area Control / Area Influence, Card Drafting, Hand Management, Route/Network Building",4111,"Ancient, Territory Building",Michael Schacht,2.2908
623,624,66056,The Rivals for Catan,2,2,82.5,45,120,2010.0,7.04869,6.69449,4142,10.0,"Card Drafting, Dice Rolling, Hand Management",8706,"Card Game, City Building, Medieval, Territory Building",Klaus Teuber,2.3207
625,626,5737,Domaine,2,4,60.0,60,60,2003.0,7.02343,6.69075,3974,12.0,"Area Enclosure, Hand Management, Modular Board",4607,"Medieval, Territory Building",Klaus Teuber,2.7159
636,637,183840,Oh My Goods!,2,4,30.0,30,30,2015.0,6.99893,6.68008,4229,10.0,"Action / Movement Programming, Hand Management, Press Your Luck, Set Collection",8436,"Card Game, Economic, Medieval",Alexander Pfister,2.22
637,638,152162,Diamonds,2,6,25.0,20,30,2014.0,7.01938,6.67904,3754,8.0,"Hand Management, Trick-taking",5753,Card Game,Mike Fitzgerald,1.5743
638,639,25669,Qwirkle,2,4,45.0,45,45,2006.0,6.81079,6.6787,11541,6.0,"Hand Management, Pattern Building, Tile Placement",19259,Abstract Strategy,Susan McKinley Ross,1.6497
644,645,27364,Caylus Magna Carta,2,4,60.0,45,75,2007.0,6.95332,6.67431,4528,10.0,"Hand Management, Worker Placement",6219,"Card Game, City Building, Economic, Medieval",William Attia,2.8693
650,651,124,Primordial Soup,3,4,90.0,90,90,1997.0,6.96851,6.67031,4284,12.0,"Dice Rolling, Grid Movement, Player Elimination, Variable Phase Order, Variable Player Powers",4976,Prehistoric,"Doris Matthäus, Frank Nestel",2.731
651,652,327,Loopin' Louie,2,4,10.0,10,10,1992.0,6.86342,6.67,6967,4.0,Player Elimination,8360,"Action / Dexterity, Animals, Aviation / Flight, Children's Game, Electronic, Movies / TV / Radio theme, Real-time","Masaru Aoki, Carol Wiseley",1.0539
654,655,121410,Steam Park,2,4,60.0,60,60,2013.0,6.95819,6.66828,4507,8.0,"Card Drafting, Dice Rolling, Memory, Modular Board",7032,"City Building, Dice, Real-time, Science Fiction","Aureliano Buonfino, Lorenzo Silva, Lorenzo Tucci Sorrentino",2.096
657,658,8203,"Hey, That's My Fish!",2,4,20.0,20,20,2003.0,6.75293,6.66689,16221,8.0,"Area Enclosure, Grid Movement, Modular Board",19983,"Abstract Strategy, Animals","Günter Cornett, Alvydas Jakeliunas",1.464
659,660,91536,Quarriors!,2,4,30.0,30,30,2011.0,6.80456,6.66305,11890,14.0,"Card Drafting, Deck / Pool Building, Dice Rolling",15623,"Dice, Fantasy, Fighting","Mike Elliott, Eric M. Lang",1.9657
664,665,44163,Power Grid: Factory Manager,2,5,60.0,60,60,2009.0,6.8935,6.65983,5386,12.0,"Auction/Bidding, Commodity Speculation",6054,"Economic, Industry / Manufacturing",Friedemann Friese,2.9957
670,671,1382,Winner's Circle,2,6,52.5,45,60,2001.0,6.95726,6.65664,4281,10.0,"Betting/Wagering, Roll / Spin and Move",4121,"Animals, Racing, Sports",Reiner Knizia,1.6065
672,673,121297,Fleet,2,4,37.5,30,45,2012.0,6.98233,6.65507,3737,10.0,"Auction/Bidding, Hand Management",5422,"Card Game, Nautical","Ben Pinchback, Matt Riddle",2.2442
673,674,21523,Runebound (Second Edition),2,6,180.0,120,240,2005.0,6.89982,6.65496,7264,12.0,"Area Movement, Card Drafting, Dice Rolling, Role Playing",9449,"Adventure, Exploration, Fantasy, Fighting","Darrell Hardy, Martin Wallace",2.6804
675,676,157526,Viceroy,1,4,52.5,45,60,2014.0,6.98217,6.6538,3898,12.0,"Card Drafting, Hand Management, Memory, Set Collection, Tile Placement",7239,"Bluffing, Card Game, City Building, Civilization, Fantasy, Negotiation",Yuri Zhuravljov,2.6277
676,677,39953,A Game of Thrones: The Card Game,2,4,60.0,60,60,2008.0,6.93692,6.65375,5425,14.0,"Card Drafting, Hand Management, Simultaneous Action Selection, Variable Player Powers",9051,"Card Game, Collectible Components, Fantasy, Fighting, Medieval, Negotiation, Novel-based","Nate French, Eric M. Lang, Christian T. Petersen",3.2372
677,678,221,Ikusa,2,5,300.0,240,360,1986.0,7.01054,6.65354,4426,12.0,"Auction/Bidding, Dice Rolling, Simultaneous Action Selection",7256,"Civil War, Wargame",Michael Gray,2.9472
678,679,1465,Wizard,3,6,45.0,45,45,1984.0,6.89247,6.65296,5871,10.0,"Betting/Wagering, Hand Management, Trick-taking",9299,Card Game,Ken Fisher,1.7511
680,681,56692,Parade,2,6,45.0,45,45,2007.0,6.94048,6.65135,4293,12.0,"Hand Management, Set Collection",6063,"Card Game, Novel-based",Naoki Homma,1.4956
681,682,131260,Qwixx,2,5,15.0,15,15,2012.0,6.90361,6.6488,5185,8.0,"Dice Rolling, Paper-and-Pencil",8488,Dice,Steffen Benndorf,1.1376
682,683,19100,Hacienda,2,5,75.0,60,90,2005.0,6.97034,6.64835,3788,10.0,"Area Enclosure, Card Drafting, Route/Network Building, Tile Placement",3725,"Animals, Economic, Farming, Territory Building",Wolfgang Kramer,2.6316
687,688,823,Lord of the Rings,2,5,60.0,60,60,2000.0,6.7743,6.64498,12370,12.0,"Co-operative Play, Dice Rolling, Hand Management, Set Collection, Variable Player Powers",19193,"Adventure, Fantasy, Novel-based",Reiner Knizia,2.5728
690,691,8989,Hansa,2,4,60.0,60,60,2004.0,6.90275,6.64201,4656,10.0,"Action Point Allowance System, Area Control / Area Influence, Pick-up and Deliver, Point to Point Movement, Set Collection",5428,"Economic, Medieval, Nautical, Transportation",Michael Schacht,2.3526
702,703,154246,La Isla,2,4,45.0,30,60,2014.0,6.95739,6.63174,3728,10.0,"Action / Movement Programming, Area Enclosure, Hand Management, Modular Board, Set Collection, Simultaneous Action Selection",6101,Animals,Stefan Feld,2.2372
703,704,25643,Arkadia,2,4,60.0,60,60,2006.0,6.94385,6.63019,3824,10.0,"Area Control / Area Influence, Set Collection, Stock Holding, Tile Placement",4014,City Building,Rüdiger Dorn,2.572
704,705,125678,DC Comics Deck-Building Game,2,5,45.0,45,45,2012.0,7.005,6.62934,4540,15.0,Deck / Pool Building,6986,"Card Game, Comic Book / Strip","Matt Hyra, Ben Stoll",2.026
707,708,24068,Shadow Hunters,4,8,45.0,45,45,2005.0,6.84429,6.62723,6737,13.0,"Dice Rolling, Partnerships, Player Elimination, Variable Player Powers",7159,"Adventure, Bluffing, Card Game, Deduction, Horror, Party Game",Yasutaka Ikeda,1.8166
708,709,17329,Animal Upon Animal,2,4,15.0,15,15,2005.0,6.87231,6.62706,5061,4.0,Dice Rolling,7735,"Action / Dexterity, Animals, Children's Game",Klaus Miltenberger,1.0452
711,712,143884,Machi Koro,2,4,30.0,30,30,2012.0,6.72378,6.62545,17916,10.0,"Card Drafting, Dice Rolling",28036,"Card Game, City Building, Dice",Masao Suganuma,1.5488
712,713,18258,Mission: Red Planet,3,5,60.0,60,60,2005.0,6.9312,6.62531,3778,10.0,"Area Control / Area Influence, Hand Management, Simultaneous Action Selection",3474,"Science Fiction, Space Exploration","Bruno Cathala, Bruno Faidutti",2.3177
713,714,40793,Dice Town,2,5,45.0,45,45,2009.0,6.84387,6.62438,5547,10.0,"Dice Rolling, Set Collection, Simultaneous Action Selection",6326,"American West, Dice","Bruno Cathala, Ludovic Maublanc",1.6796
714,715,35815,A Touch of Evil: The Supernatural Game,2,8,90.0,90,90,2008.0,6.98936,6.62343,4025,12.0,"Area Movement, Co-operative Play, Dice Rolling, Roll / Spin and Move, Variable Player Powers",5920,"Adventure, Fighting, Horror, Murder/Mystery",Jason C. Hill,2.5546
717,718,140933,Blueprints,2,4,30.0,30,30,2013.0,6.89855,6.62209,4554,14.0,"Dice Rolling, Pattern Building, Set Collection",6159,Dice,Yves Tourigny,1.6898
718,719,174660,New York 1901,2,4,45.0,30,60,2015.0,6.95746,6.62111,3713,8.0,"Card Drafting, Tile Placement",6375,City Building,Chénier La Salle,2.0741
719,720,25821,The Werewolves of Miller's Hollow,8,18,30.0,30,30,2001.0,6.83518,6.62104,7639,10.0,"Partnerships, Player Elimination, Role Playing, Variable Player Powers, Voting",12022,"Bluffing, Deduction, Horror, Murder/Mystery, Party Game","Philippe des Pallières, Hervé Marly",1.3189
725,726,278,Catan Card Game,2,2,90.0,90,90,1996.0,6.75948,6.61136,11487,10.0,"Card Drafting, Dice Rolling, Hand Management, Trading",18229,"Card Game, City Building, Territory Building",Klaus Teuber,2.4517
726,727,13823,Fairy Tale,2,5,30.0,30,30,2004.0,6.77037,6.61032,7543,10.0,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection",10826,"Card Game, Fantasy",Satoshi Nakamura,1.7647
732,733,105,Colossal Arena,2,5,60.0,60,60,1997.0,6.79365,6.59912,6460,8.0,"Betting/Wagering, Hand Management",7951,"Card Game, Fantasy, Mythology",Reiner Knizia,2.0181
739,740,1159,Evo,3,5,60.0,60,60,2001.0,6.88573,6.59449,4193,14.0,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Auction/Bidding, Dice Rolling, Hand Management, Variable Player Powers",3679,"Animals, Prehistoric, Science Fiction",Philippe Keyaerts,2.3446
746,747,22141,Cleopatra and the Society of Architects,3,5,60.0,60,60,2006.0,6.81188,6.58943,5725,10.0,"Area Enclosure, Auction/Bidding, Card Drafting, Dice Rolling, Hand Management, Set Collection, Tile Placement",7055,Ancient,"Bruno Cathala, Ludovic Maublanc",2.2855
748,749,12995,Dungeon Twister,2,2,60.0,60,60,2004.0,6.84548,6.58611,5360,11.0,"Action Point Allowance System, Grid Movement, Hand Management, Modular Board, Secret Unit Deployment, Tile Placement, Variable Player Powers",7099,"Adventure, Exploration, Fantasy, Fighting, Maze",Christophe Boelinger,2.8808
753,754,42452,Rattus,2,4,45.0,45,45,2010.0,6.82261,6.58368,4993,10.0,"Area Control / Area Influence, Area Movement, Variable Player Powers",5094,"Animals, Medieval","Henrik Berg, Åse Berg",2.059
754,755,137297,Rise of Augustus,2,6,30.0,30,30,2013.0,6.7743,6.58165,6208,8.0,"Card Drafting, Set Collection, Variable Player Powers",7820,"Ancient, Card Game",Paolo Mori,1.6291
757,758,16395,Blokus Duo,2,2,15.0,15,15,2005.0,6.85646,6.58135,4347,5.0,"Area Enclosure, Hand Management, Tile Placement",6144,"Abstract Strategy, Territory Building",Bernard Tavitian,1.7055
758,759,102548,Dungeon Fighter,1,6,45.0,45,45,2011.0,6.87663,6.58125,4416,14.0,"Card Drafting, Co-operative Play, Dice Rolling, Modular Board, Point to Point Movement, Variable Player Powers",6182,"Action / Dexterity, Exploration, Fantasy, Fighting, Humor","Aureliano Buonfino, Lorenzo Silva, Lorenzo Tucci Sorrentino",1.7489
762,763,16992,Tsuro,2,8,15.0,15,15,2004.0,6.68464,6.57626,17110,8.0,"Hand Management, Player Elimination, Route/Network Building, Tile Placement",23442,"Abstract Strategy, Fantasy",Tom McMurchie,1.2541
766,767,9203,Wings of War: Famous Aces,2,4,30.0,30,30,2004.0,6.8728,6.57302,4441,10.0,"Action / Movement Programming, Player Elimination, Simulation, Simultaneous Action Selection",5413,"Aviation / Flight, Card Game, Wargame, World War I","Andrea Angiolino, Pier Giorgio Paglia",1.7331
775,776,150312,Welcome to the Dungeon,2,4,30.0,30,30,2013.0,6.72985,6.56421,7247,10.0,"Memory, Player Elimination, Press Your Luck",12888,"Bluffing, Card Game, Fantasy, Fighting",Masato Uesugi,1.2152
779,780,10,Elfenland,2,6,60.0,60,60,1998.0,6.74113,6.56289,7008,10.0,"Card Drafting, Hand Management, Point to Point Movement, Route/Network Building",8221,"Fantasy, Travel",Alan R. Moon,2.1639
780,781,10640,Doom: The Boardgame,2,4,180.0,180,180,2004.0,6.89593,6.56158,4717,12.0,"Dice Rolling, Modular Board, Partnerships, Variable Player Powers",6245,"Dice, Exploration, Fighting, Horror, Miniatures, Science Fiction, Video Game Theme","Christian T. Petersen, Kevin Wilson",2.9065
781,782,15,Cosmic Encounter,2,6,90.0,90,90,1977.0,6.92771,6.55935,3683,12.0,"Hand Management, Variable Player Powers",4068,"Bluffing, Negotiation, Science Fiction","Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka",2.3705
782,783,33604,Say Anything,3,8,30.0,30,30,2008.0,6.81511,6.55931,4706,13.0,"Betting/Wagering, Paper-and-Pencil",7606,"Humor, Party Game","Dominic Crapuchettes, Satish Pillalamarri",1.0964
783,784,112,Condottiere,2,6,45.0,45,45,1995.0,6.74723,6.55886,6650,14.0,"Area Control / Area Influence, Auction/Bidding, Hand Management, Take That",7760,"Bluffing, Card Game, Medieval, Negotiation","Dominique Ehrhard, Duccio Vitale",1.9513
787,788,2338,Starship Catan,2,2,60.0,60,60,2001.0,6.84971,6.55519,3934,12.0,"Dice Rolling, Memory, Press Your Luck, Trading",6103,"Card Game, Exploration, Science Fiction, Space Exploration",Klaus Teuber,2.4643
797,798,43443,Castle Panic,1,6,60.0,60,60,2009.0,6.69454,6.54928,11286,10.0,"Campaign / Battle Card Driven, Chit-Pull System, Co-operative Play, Dice Rolling, Hand Management, Trading, Variable Player Powers",18479,"Fantasy, Fighting, Medieval",Justin De Witt,1.6721
813,814,16986,Ubongo,1,4,25.0,25,25,2003.0,6.7463,6.53858,5876,8.0,"Pattern Building, Set Collection",6578,"Puzzle, Real-time",Grzegorz Rejchtman,1.553
815,816,176229,Tides of Time,2,2,17.5,15,20,2015.0,6.77274,6.537,4796,8.0,"Card Drafting, Set Collection",8199,"Ancient, Card Game, Civilization",Kristian ?urla,1.5962
820,821,681,Quarto,2,2,20.0,20,20,1991.0,6.83111,6.53412,4217,6.0,Pattern Building,6310,Abstract Strategy,Blaise Muller,2.0108
823,824,1897,Starfarers of Catan,3,4,120.0,120,120,1999.0,6.81514,6.53085,4519,12.0,Trading,6146,"Exploration, Negotiation, Science Fiction, Space Exploration",Klaus Teuber,2.5845
827,828,127024,Room 25,1,6,30.0,30,30,2013.0,6.82243,6.5286,4157,13.0,"Action / Movement Programming, Co-operative Play, Grid Movement, Memory, Modular Board, Partnerships, Player Elimination, Simultaneous Action Selection",5474,"Bluffing, Deduction, Exploration, Horror, Maze, Negotiation, Science Fiction",François Rouzé,1.9208
831,832,16496,Roma,2,2,45.0,45,45,2005.0,6.80422,6.52556,4127,8.0,"Action Point Allowance System, Card Drafting, Dice Rolling, Hand Management",5009,"Ancient, Card Game, Dice",Stefan Feld,2.0022
832,833,826,Cartagena,2,5,45.0,45,45,2000.0,6.69955,6.52414,6780,8.0,"Hand Management, Modular Board",7527,"Pirates, Racing",Leo Colovini,1.6116
836,837,9220,Saboteur,3,10,30.0,30,30,2004.0,6.62528,6.52293,18283,8.0,"Hand Management, Partnerships, Route/Network Building, Take That",26908,"Bluffing, Card Game, Exploration, Fantasy, Party Game",Fréderic Moyersoen,1.3318
838,839,63268,Spot it!,2,8,15.0,15,15,2009.0,6.70991,6.52149,7156,7.0,Pattern Recognition,12120,"Card Game, Children's Game, Educational, Party Game, Real-time, Sports","Denis Blanchot, Guillaume Gille-Naves, Igor Polouchine",1.0348
842,843,94362,Rune Age,1,4,60.0,60,60,2011.0,6.85019,6.51976,3769,13.0,"Co-operative Play, Deck / Pool Building, Dice Rolling, Hand Management, Variable Player Powers",5643,"Card Game, Fantasy",Corey Konieczka,2.2931
847,848,85256,Timeline: Inventions,2,8,15.0,15,15,2010.0,6.72663,6.51657,5706,8.0,,9370,"Card Game, Educational, Trivia",Frédéric Henry,1.1187
849,850,220,High Society,3,5,22.5,15,30,1995.0,6.75827,6.51465,4456,10.0,Auction/Bidding,4983,Card Game,Reiner Knizia,1.5474
855,856,9446,Blue Moon,2,2,30.0,30,30,2004.0,6.73316,6.51055,5116,12.0,"Auction/Bidding, Hand Management, Variable Player Powers",6458,"Card Game, Fantasy, Fighting",Reiner Knizia,2.1735
857,858,1115,Poker,2,10,60.0,60,60,1810.0,6.6986,6.50954,7385,12.0,"Betting/Wagering, Player Elimination, Set Collection",6059,"Bluffing, Card Game",(Uncredited),2.467
862,863,19237,Ca$h 'n Gun$,4,6,30.0,30,30,2005.0,6.6414,6.50681,9001,10.0,"Player Elimination, Simultaneous Action Selection, Variable Player Powers",8099,"Bluffing, Card Game, Fighting, Humor, Mafia, Negotiation, Party Game",Ludovic Maublanc,1.2773
864,865,139030,Mascarade,2,13,30.0,30,30,2013.0,6.6914,6.50504,6838,10.0,"Memory, Variable Player Powers",10407,"Bluffing, Medieval, Party Game",Bruno Faidutti,1.5278
866,867,143986,CV,2,4,60.0,60,60,2013.0,6.76391,6.50329,4363,10.0,"Card Drafting, Dice Rolling, Hand Management, Press Your Luck, Set Collection, Simulation",6007,"Card Game, Dice, Humor",Filip Mi?u?ski,1.8505
868,869,83195,Ghost Blitz,2,8,20.0,20,20,2010.0,6.76089,6.50138,4469,8.0,Pattern Recognition,6308,"Action / Dexterity, Card Game, Children's Game, Real-time",Jacques Zeimet,1.1411
884,885,2842,TransAmerica,2,6,30.0,30,30,2001.0,6.66491,6.49259,6941,13.0,Route/Network Building,6545,"Trains, Transportation",Franz-Benno Delonge,1.3581
887,888,5716,Balloon Cup,2,2,30.0,30,30,2003.0,6.69964,6.4896,5238,8.0,"Hand Management, Set Collection",5405,"Aviation / Flight, Card Game",Stephen Glenn,1.4598
897,898,173090,The Game,1,5,20.0,20,20,2015.0,6.74502,6.48263,4448,8.0,"Co-operative Play, Hand Management",6584,"Card Game, Number",Steffen Benndorf,1.2786
906,907,7805,Fearsome Floors,2,7,60.0,60,60,2003.0,6.65417,6.47892,6453,10.0,"Grid Movement, Modular Board",6561,"Horror, Racing",Friedemann Friese,1.8259
908,909,394,Kahuna,2,2,35.0,30,40,1998.0,6.65812,6.47845,6533,10.0,"Area Control / Area Influence, Card Drafting, Hand Management, Route/Network Building, Take That",9198,Abstract Strategy,Günter Cornett,2.053
910,911,71836,Onirim,1,2,15.0,15,15,2010.0,6.72494,6.47708,4458,8.0,"Co-operative Play, Hand Management, Set Collection",7187,"Card Game, Exploration, Fantasy, Maze",Shadi Torbey,1.6532
938,938,242,Junta,2,7,240.0,240,240,1978.0,6.747,6.46025,4652,16.0,"Area Movement, Dice Rolling, Hand Management, Simultaneous Action Selection, Trading, Variable Player Powers, Voting",7209,"Bluffing, Humor, Mafia, Negotiation, Political, Wargame","Eric Goldberg, Ben Grossman, Steve Marsh, Steven Marsh, Vincent Tsao, Nikola Vrtis",2.8508
945,945,131366,Eight-Minute Empire,2,5,14.0,8,20,2012.0,6.63444,6.45369,5738,13.0,"Area Control / Area Influence, Area Movement, Card Drafting, Set Collection",7028,Territory Building,Ryan Laukat,1.6278
950,950,148951,Tiny Epic Kingdoms,2,5,37.5,30,45,2014.0,6.68019,6.45027,5296,13.0,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Auction/Bidding, Take That, Variable Phase Order, Variable Player Powers, Worker Placement",12215,"Bluffing, Civilization, Fantasy, Fighting, Medieval, Print & Play",Scott Almes,2.0797
977,977,624,Quoridor,2,4,15.0,15,15,1997.0,6.68774,6.4317,4691,8.0,Grid Movement,6386,"Abstract Strategy, Maze",Mirko Marchesi,1.9127
982,982,199,Manhattan,2,4,45.0,45,45,1994.0,6.69275,6.42837,3850,10.0,"Area Control / Area Influence, Hand Management",4820,City Building,Andreas Seyfarth,1.933
987,987,116,Guillotine,2,5,30.0,30,30,1998.0,6.53354,6.42593,16308,12.0,"Hand Management, Take That",22405,"Card Game, Humor, Napoleonic",Paul Peterson,1.2752
999,999,2987,Pirate's Cove,3,5,75.0,60,90,2002.0,6.59077,6.41845,7358,8.0,"Dice Rolling, Hand Management, Pick-up and Deliver, Simultaneous Action Selection",9133,"Adventure, Fighting, Nautical, Pirates","Paul Randles, Daniel Stahl",2.0026
1005,1005,3955,BANG!,4,7,30.0,20,40,2002.0,6.54306,6.41472,21116,8.0,"Hand Management, Partnerships, Player Elimination, Take That, Variable Player Powers",24402,"American West, Bluffing, Card Game, Deduction, Fighting",Emiliano Sciarra,1.6381
1006,1006,1829,Risk 2210 A.D.,2,5,240.0,240,240,2001.0,6.70327,6.41454,6000,10.0,"Area Control / Area Influence, Area Movement, Auction/Bidding, Dice Rolling, Variable Phase Order",10050,"Science Fiction, Wargame","Rob Daviau, Craig Van Ness",2.7201
1021,1021,10093,Axis & Allies,2,5,240.0,240,240,2004.0,6.70809,6.4054,5410,12.0,"Area Movement, Dice Rolling, Partnerships",6895,"Economic, Wargame, World War II","Larry Harris, Jr., Mike Selinker",3.2105
1025,1025,119,Kingdoms,2,4,45.0,45,45,1994.0,6.63374,6.39837,4182,9.0,Tile Placement,5439,"Abstract Strategy, Fantasy, Medieval",Reiner Knizia,1.8262
